80076	11796851	8204				455	1		Huillinco		
80077	2793154	8313					1		Fundo Tapihue		
80078	78638160	8301				454	1		Posada Cuñibal, Lote B		
80080	78639880	8311				457	1		Parcela 7,   La Peña		
80081	78383620	8111				5421	1		Dichato, Bahia Coliumo		
80082	71915800	8110				444	1		Caleta Lenga		
80083	72271300	8110				460	1		Bahia San Vicente		
80084	71534600	8111				447	1		Bahia Coliumo		
80085	71534600	8111				448	1		Bahia Coliumo		
80086	71534600	8111				459	1		Bahia Coliumo		
80087	8254373	8202				464	1		Bahia Llico, Caleta Llico		
80088	7083136	8111				449	1		Bahia Coliumo		
80089	77571350	8106				5403	1		Caleta Colcura		
80090	7296102	8111				458	1		Bahia Coliumo		
80091	96954810	8312				20031	1		El Peumo, Trupan		
80092	96960650	8312				22401	1		Valle Del Laja		
80093	78981490	8309				5418	1		Hijuela San Jose Del Rosario		
80094	81494400	8111				3458	1		Bahia Coliumo, Sur Punta Banderola		
80095	96960650	8312				22399	1		Trupan, Canal Zañartu		
80096	6720990	8101				5415	1		Alto De Dihueno		
80097	96960650	8312				22398	1		Los Rastrojos, Polcura		
80098	4951376	8301				5417	1		Rio Caliboro		
80099	4389543	8417				5422	1		Estero Macal		
80100	78891790	8405				5424	1		Los Pellines		
80101	85784200	8311				5423	1		Parcela La Pena, La Esperanza		
80102	96954810	8302				5425	1		Campamento Viejo		
80103	8219173	8106				19052	1		Caleta Colcura		
80104	9735754	8405				20063	1		Los Pellines		
80105	78392550	8308				20065	1		Parcela El Maiten, Sector San Ramon		
80106	76090483	8301				23642	1		Lote A1, El Alamo, Pedregal		
80107	96954810	8301				23635	1		Mortanadad, Estero Rarinco		
80108	6366449	8312				20597	1		Canal Collao		
80109	76276657	8111				22633	1		Bahia Coliumo, Sur Punta Falucho		
80110	14656663	8401				21082	1		Parcela Los Guindos		
80111	77084410	8301				21707	1		Fundo El Bosque, Chacayal Sur		
80112	71915800	8101				21737	1		Campus S. Andres, Lomas San Andres		
80113	69160100	8202				21751	1		Caleta Llico		
80114	81494400	8101				21750	1		Lab. Ing. Hidraulica Y Ambiental, Barrio Industrial		
80115	81494400	8102				21749	1		Parque Industrial Coronel		
80116	96932270	8202				21754	1		Este Punta Loberia, Golfo De Arauco		
80117	96566740	8301				23620	1		Caliboro		
80118	81494400	8101				21981	1		Los Aguileras 212		
80119	96940480	8314				23625	1		Pitrilon		
80120	76129161	8413				22146	1		Ex Fundo San Vicente, Parcela 7		
80121	81494400	8101				22204	1		Campus Concepcion, Victoria S/N		
80122	7499058	8301				22206	1		El Peral, Parcela 99, Lote A		
80123	77809210	8112				22354	1		Caleta Llaihue Oeste Punta Lilemo, Golfo Arauco		
80124	60904046	8201				22670	1		Saavedra 138		
80125	60903236	8107				22696	1		Av. San Vicente 51		
80126	81494400	8101					1		*		
80127	69150200	8404					1				
80128	69250600	8420					1				
80129	69140400	8403					1				
80130	69140100	8414					1				
89001	78251570	8110					1		Bahia San Vicente		
90002	4844938	9118				542	1		Rio Queule		
90003	2886598	9118				0	1		Caleta Queule		
90004	12192057	9118				21348	1		Caleta Queule		
90006	6942028	9118					1		Rio Queule		
